FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Jack,Stephens,DEF,SOU,4000000,0,10,0.128205128205128,3.20512820512821E-08,2.5E-06,0,13383,0,8,0,0,0,0,0,2.5,1074,0,0,10,0,0.9,0,3.5,0,0,1,0,0,0.9,36378,0,0,0,0,391,9775,0,0,80,Watford,Tottenham,Bournemouth,Crystal Palace,West Brom,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Raheem,Sterling,MID,MCI,7900000,0,116,5,6.32911392405063E-07,1.46835443037975E-05,0,1343855,6,22,0,0,0,6,0,14.9,6491,-1,-1,116,1,0.9,0,7,10,0,6,0,11,17.9,1923853,0,400,0,2,1893,326605,1,0,366,Sunderland,Stoke,Liverpool,Arsenal,Chelsea,12.1,0,4.6,4,4,7.1,4.7,5.7,5.5,5.5,7.1,6
Carl,Stewart,MID,WAT,4500000,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0,0,19,0,0,0,Southampton,Crystal Palace,Sunderland,West Brom,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0
Kevin,Stewart,DEF,LIV,4200000,0,4,0.0512820512820513,1.22100122100122E-08,9.52380952380952E-07,0,5363,0,0,0,0,0,0,0,1,43,-3,0,4,3,0,0,0,0,0,0,0,0,0.1,2762,0,69,0,0,20,29,0,0,12,Arsenal,Burnley,Man City,Everton,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0
John,Stones,DEF,MCI,4700000,0,46,2.2,4.68085106382979E-07,9.78723404255319E-06,0,1142310,1,22,0,0,0,0,0,9.8,5062,-3,0,46,3,1.2,0,5.5,4,0,3,0,0,16.7,536044,0,336,0,0,1550,87416,0,0,340,Sunderland,Stoke,Liverpool,Arsenal,Chelsea,3.7,0,2.7,2.2,1.6,2.3,1.9,2.4,1.6,2.2,1.8,1.4
Maksymilian,Stryjek,GLK,SUN,4000000,0,0,0,0,0,0,2468,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0.1,4247,0,0,0,0,0,57,0,0,0,Man City,Burnley,Watford,Leicester,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0
Cristhian,Stuani,FWD,MID,4700000,2,48,2.7,5.74468085106383E-07,1.02127659574468E-05,0,415498,3,14,0,0,0,4,0,10.2,5040,-3,0,48,3,0.4,0,1.7,4,0,3,0,0,2.9,475120,0,0,0,1,1081,8303,0,0,187,Stoke,Man Utd,Swansea,Hull City,Burnley,2.1,0,2.3,2.6,2.6,3.4,2.6,2.3,2.8,1.6,3,2.3
Daniel,Sturridge,FWD,LIV,9600000,0,38,2.7,2.8125E-07,3.95833333333333E-06,0,95996,1,7,0,0,0,2,0,4,629,-4,0,38,4,0,0,0.3,1,0,1,0,4,0.8,69522,0,283,0,0,547,68,0,0,126,Arsenal,Burnley,Man City,Everton,Bournemouth,0,3.5,2.2,2.7,3.2,1.9,1.8,2.7,2,3.1,2.2,2.8
Mario,Suarez,MID,WAT,4500000,0,0,0,0,0,0,7084,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.1,311,0,69,0,0,0,5,0,0,0,Southampton,Crystal Palace,Sunderland,West Brom,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0
Isaac,Success,MID,WAT,5700000,1,18,0.230769230769231,4.04858299595142E-08,3.15789473684211E-06,0,4428,1,2,0,0,0,1,0,3.2,23,-3,0,18,3,0.2,0,1,0,0,1,0,0,0,2117,0,0,0,0,305,43,0,0,58,Southampton,Crystal Palace,Sunderland,West Brom,Tottenham,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Andrew,Surman,MID,BOU,4600000,2,40,2.2,4.78260869565217E-07,8.69565217391304E-06,0,9077,1,36,0,0,0,0,0,8.7,57,-4,0,40,4,0.4,0,2,0,0,3,0,1,0.1,2409,0,385,0,0,1531,55,0,0,255,Man Utd,West Ham,Swansea,Southampton,Liverpool,1.3,1.3,1.8,1.1,1.1,1.4,1.1,2,1.7,1.9,2.5,1.4
Franck,Tabanou,DEF,SWA,4400000,0,0,0,0,0,0,1583,0,0,0,0,0,0,0,0,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,3,0,0,0,Burnley,Hull City,Bournemouth,Middlesbrough,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0
Dusan,Tadic,MID,SOU,7000000,0,65,3.1,4.42857142857143E-07,9.28571428571429E-06,0,225512,3,15,0,0,0,2,0,9.3,608,-5,0,65,5,0.4,0,3,1,0,8,0,4,1.3,73430,0,564,0,0,1405,860,0,0,218,Watford,Tottenham,Bournemouth,Crystal Palace,West Brom,2.7,0,1.6,3,2.9,1.9,2.4,1.6,4,1.6,2.4,3.2
Matt,Targett,DEF,SOU,4100000,0,6,0.0769230769230769,1.87617260787993E-08,1.46341463414634E-06,0,37144,0,4,0,0,0,0,0,1.5,87,-4,0,6,4,0,0,0,0,0,0,0,0,0.2,13506,0,169,0,0,283,23,0,0,59,Watford,Tottenham,Bournemouth,Crystal Palace,West Brom,0,0,0,0,0,0,0,0,0,0,0,0
James,Tarkowski,DEF,BUR,4000000,1,10,0.128205128205128,3.20512820512821E-08,2.5E-06,0,72450,1,4,0,0,0,0,0,2.5,1343,0,0,10,0,0.1,0,0.3,0,0,0,0,0,1.8,74426,0,0,0,0,145,1263,0,0,40,Swansea,Liverpool,Sunderland,Tottenham,Stoke,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Joel,Taylor,DEF,STK,4000000,0,0,0,0,0,0,331,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,473,0,0,0,0,0,11,0,0,0,Middlesbrough,Man City,Chelsea,Leicester,Burnley,0,0,0,0,0,0,0,0,0,0,0,0
Neil,Taylor,DEF,SWA,4100000,0,22,2,4.8780487804878E-07,5.36585365853659E-06,0,62544,1,26,0,0,0,0,0,5.4,684,-4,0,22,4,0,0,0,0,0,2,0,1,0.2,25497,0,321,0,0,920,46,0,0,160,Burnley,Hull City,Bournemouth,Middlesbrough,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0
Stuart,Taylor,GLK,SOU,4000000,0,0,0,0,0,0,2255,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0.1,4477,0,0,0,0,0,76,0,0,0,Watford,Tottenham,Bournemouth,Crystal Palace,West Brom,0,0,0,0,0,0,0,0,0,0,0,0
Dionatan do Nascimento,Teixeira,DEF,STK,4000000,0,0,0,0,0,0,32786,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0.5,3440,0,12,0,0,0,19,0,0,0,Middlesbrough,Man City,Chelsea,Leicester,Burnley,0,0,0,0,0,0,0,0,0,0,0,0
John,Terry,DEF,CHE,5200000,0,11,0.141025641025641,2.7120315581854E-08,2.11538461538462E-06,0,187367,1,4,0,0,0,0,0,2.1,153,-3,0,11,3,0,0,0,0,0,1,0,0,1.5,57306,0,228,0,0,367,45,0,0,66,West Ham,Stoke,Crystal Palace,Man City,Bournemouth,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,Thomas Robson,DEF,SUN,4000000,0,0,0,0,0,0,4447,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0.1,5828,0,0,0,0,0,3,0,0,0,Man City,Burnley,Watford,Leicester,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0
James,Tomkins,DEF,CRY,4900000,7,51,0.653846153846154,1.33437990580848E-07,1.04081632653061E-05,0,17845,4,32,0,0,0,3,0,10.4,209,-1,0,51,1,0.6,0,3,3,0,3,0,0,0.2,18089,0,221,0,1,1492,281,0,0,263,West Brom,Watford,Chelsea,Southampton,Arsenal,0.3,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Gokhan,Tore,MID,WHU,5300000,0,10,0.128205128205128,2.41896468311563E-08,1.88679245283019E-06,0,10908,0,4,0,0,0,0,0,1.9,11,-2,0,10,2,0,0,0,0,0,1,0,1,0.1,8998,0,0,0,0,240,6,0,0,29,Chelsea,Bournemouth,Leicester,Hull City,Arsenal,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,Tosin Adarabioyo,DEF,MCI,4500000,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,12,0,0,0,Sunderland,Stoke,Liverpool,Arsenal,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0
Andros,Townsend,MID,CRY,5800000,3,64,2.6,4.48275862068966E-07,1.10344827586207E-05,0,257702,4,26,0,0,0,1,0,11,891,-7,0,64,7,0.3,0,2,7,0,3,0,4,1.8,93189,0,315,0,1,1615,244,0,0,290,West Brom,Watford,Chelsea,Southampton,Arsenal,1.6,0,2.8,1.4,1.7,1.5,2.8,1.3,3,1.6,2.9,2
Bertrand,Traore,MID,CHE,5400000,0,0,0,0,0,0,2365,0,0,0,0,0,0,0,0,7,-1,0,0,1,0,0,0,0,0,0,0,0,0,207,0,101,0,0,0,2,0,0,0,West Ham,Stoke,Crystal Palace,Man City,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0
Adama,Traore,MID,MID,4800000,1,35,0.448717948717949,9.3482905982906E-08,7.29166666666667E-06,0,19163,1,11,0,0,0,0,0,7.3,701,-2,0,35,2,0.4,0,2,0,0,5,0,0,0.2,25412,0,0,0,0,1131,176,0,0,186,Stoke,Man Utd,Swansea,Hull City,Burnley,0.2,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Kieran,Trippier,DEF,TOT,4700000,0,12,0.153846153846154,3.27332242225859E-08,2.5531914893617E-06,0,7486,0,1,0,0,0,0,0,2.6,112,-3,0,12,3,0,0,0,2,0,0,0,2,0.1,5159,0,110,0,1,103,46,0,0,48,Everton,Southampton,Burnley,Swansea,Watford,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Josh,Tymon,DEF,HUL,4000000,0,9,0.115384615384615,2.88461538461538E-08,2.25E-06,0,12501,1,3,0,0,0,0,0,2.3,866,0,0,9,0,0,0,0,0,0,1,0,0,0.4,26143,0,0,0,0,251,619,0,0,47,Leicester,Swansea,Everton,West Ham,Middlesbrough,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Leonardo,Ulloa,FWD,LEI,5500000,0,18,0.230769230769231,4.1958041958042E-08,3.27272727272727E-06,0,14684,0,3,0,0,0,1,0,3.3,60,-5,0,18,5,0,0,0,1,0,1,0,0,0.1,7066,0,226,0,0,251,48,0,0,43,Hull City,West Ham,Stoke,Sunderland,Everton,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Fredrik,Ulvestad,MID,BUR,4400000,0,0,0,0,0,0,2339,0,0,0,0,0,0,0,0,10,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,572,0,0,0,0,0,1,0,0,0,Swansea,Liverpool,Sunderland,Tottenham,Stoke,0,0,0,0,0,0,0,0,0,0,0,0
Victor,Valdes,GLK,MID,4600000,2,82,3.6,7.82608695652174E-07,1.78260869565217E-05,0,230363,1,27,0,65,0,0,0,17.8,4747,1,0,82,-1,0.9,0,4,7,0,6,0,0,5.8,173043,0,0,0,2,2070,2165,0,0,398,Stoke,Man Utd,Swansea,Hull City,Burnley,3.8,0,3.3,3.6,3.6,4.7,4.9,3.9,4,3.3,4.8,4.2
Antonio,Valencia,DEF,MUN,5600000,0,84,3.8,6.78571428571429E-07,1.5E-05,0,598825,5,17,0,0,0,0,0,15,6002,1,0,84,-1,1.4,0,8,6,0,9,0,2,11,635612,0,186,0,2,1951,41113,0,0,471,Bournemouth,Middlesbrough,West Brom,Everton,Sunderland,5.1,0,3.9,5.1,4.3,3.4,4.4,3.1,4.3,4.9,3.4,4.7
Enner,Valencia,FWD,EVE,5200000,1,32,2,3.84615384615385E-07,6.15384615384615E-06,0,176182,0,7,0,0,0,1,0,6.2,1072,-3,0,32,3,0.1,0,0.7,1,0,2,0,2,1.7,112551,0,200,0,0,609,510,0,0,78,Tottenham,West Brom,Hull City,Liverpool,Man Utd,1,1.9,2.4,1.3,1.1,2.4,2.3,1.4,1.4,1.6,1.9,1.2
Patrick,van Aanholt,DEF,CRY,5100000,15,82,3.3,6.47058823529412E-07,1.6078431372549E-05,0,240383,2,44,0,0,0,4,0,16.4,4650,1,-1,82,-1,1.1,0,5.7,9,0,4,0,1,5.2,228954,0,369,0,4,2140,20091,1,0,453,West Brom,Watford,Chelsea,Southampton,Arsenal,3.5,0,3.4,3.1,3.6,4.2,3.3,4,3.9,3.3,4.1,2.7
Mike,van der Hoorn,DEF,SWA,4300000,0,15,0.192307692307692,4.47227191413238E-08,3.48837209302326E-06,0,21286,1,20,0,0,0,1,0,3.5,185,-2,0,15,2,0,0,0,0,0,1,0,0,0.2,17882,0,0,0,1,630,39,0,0,121,Burnley,Hull City,Bournemouth,Middlesbrough,Tottenham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Virgil,van Dijk,DEF,SOU,5600000,0,75,3.6,6.42857142857143E-07,1.33928571428571E-05,0,688106,3,23,0,0,0,1,0,13.4,10129,1,0,75,-1,0,0,0,14,0,7,0,0,6.1,417855,0,452,0,3,1852,321,0,1,435,Watford,Tottenham,Bournemouth,Crystal Palace,West Brom,0,0,0,0,0,3.6,4.1,3.2,4.9,4.1,3.2,4.9
Marco,Van Ginkel,MID,CHE,4900000,0,0,0,0,0,0,1194,0,0,0,0,0,0,0,0,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,140,0,81,0,0,0,1,0,0,0,West Ham,Stoke,Crystal Palace,Man City,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0
Jamie,Vardy,FWD,LEI,9600000,13,83,3.6,3.75E-07,8.64583333333333E-06,0,916782,2,40,0,0,0,7,0,8.6,2186,-4,0,83,4,0.6,0,5.7,9,0,3,0,3,8,272701,0,945,0,2,1789,27714,0,1,291,Hull City,West Ham,Stoke,Sunderland,Everton,5.3,0,3.3,4.6,5.1,2.4,3.3,4.7,2.7,4.7,3.3,4.8
Guillermo,Varela,DEF,MUN,4500000,0,0,0,0,0,0,506,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,221,0,36,0,0,0,9,0,0,0,Bournemouth,Middlesbrough,West Brom,Everton,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0
Thibaud,Verlinden,MID,STK,4500000,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,8,0,0,0,Middlesbrough,Man City,Chelsea,Leicester,Burnley,0,0,0,0,0,0,0,0,0,0,0,0
Jan,Vertonghen,DEF,TOT,5500000,6,78,3.7,6.72727272727273E-07,1.41818181818182E-05,0,396356,5,13,0,0,0,0,0,14.2,3119,0,0,78,0,0.4,0,2,3,0,10,0,0,3.7,383811,0,335,0,0,1838,1845,0,0,464,Everton,Southampton,Burnley,Swansea,Watford,0,0,5.3,2.2,3.1,4.6,5.4,2.1,5.4,4,3.8,3.2
Sam,Vokes,FWD,BUR,5700000,1,75,2.9,5.08771929824561E-07,1.31578947368421E-05,0,269071,0,22,0,0,0,5,0,13.2,8008,-3,0,75,3,0.2,0,1,7,0,3,0,3,2.1,316540,0,0,0,0,1367,5010,0,0,229,Swansea,Liverpool,Sunderland,Tottenham,Stoke,2.3,2,2.2,3.6,3.5,1.7,1.4,2.9,2,3.5,1.9,3.5
Michel,Vorm,GLK,TOT,4800000,0,15,0.192307692307692,4.00641025641026E-08,3.125E-06,0,21614,0,1,0,7,0,0,0,3.1,74,-2,0,15,2,0,0,0,0,0,2,0,0,0.3,18286,0,3,0,0,326,20,0,0,73,Everton,Southampton,Burnley,Swansea,Watford,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Matej,Vydra,FWD,WAT,4500000,0,1,1,2.22222222222222E-07,2.22222222222222E-07,0,26375,0,0,0,0,0,0,0,0.2,65,0,0,1,0,0,0,0,0,0,0,0,0,0.3,4199,0,0,0,0,3,8,0,0,3,Southampton,Crystal Palace,Sunderland,West Brom,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0
Molla,Wague,DEF,LEI,4500000,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,7,0,0,0,Hull City,West Ham,Stoke,Sunderland,Everton,0,0,0,0,0,0,0,0,0,0,0,0
Theo,Walcott,MID,ARS,7300000,0,95,5,6.84931506849315E-07,1.3013698630137E-05,0,1452841,1,18,0,0,0,8,0,13,8880,-2,1,95,2,0.3,1,2,6,0,6,0,3,4.2,1495386,0,316,0,2,1523,3351,-1,0,292,Liverpool,West Brom,Man City,West Ham,Crystal Palace,3.2,0,4.4,4.8,4.7,5.3,5.4,7.2,3.5,5.5,4.8,6.1
Kyle,Walker,DEF,TOT,6400000,6,124,5,7.8125E-07,1.9375E-05,0,850411,5,16,0,0,0,0,0,19.4,21638,9,0,124,-9,0.8,0,5,18,0,12,0,6,36.7,1481565,0,461,0,3,2174,13708,0,0,555,Everton,Southampton,Burnley,Swansea,Watford,7,0,7.5,3.7,5,6.9,7.5,3.5,7.5,5.5,5.9,5.1
Jonathan,Walters,MID,STK,5400000,0,47,0.602564102564103,1.11585944919278E-07,8.7037037037037E-06,0,14646,0,17,0,0,0,2,0,8.7,79,-6,0,47,6,0,0,0,2,0,4,0,2,0.1,8619,0,312,0,0,936,284,0,0,122,Middlesbrough,Man City,Chelsea,Leicester,Burnley,0.6,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Aaron,Wan-Bissaka,MID,CRY,4500000,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,9,0,0,0,West Brom,Watford,Chelsea,Southampton,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0
Victor,Wanyama,MID,TOT,4800000,2,68,2.6,5.41666666666667E-07,1.41666666666667E-05,0,293111,7,18,0,0,0,2,0,14.2,5321,-2,0,68,2,0.5,0,2.3,3,0,11,0,0,3.7,330683,0,268,0,1,2300,2829,0,0,413,Everton,Southampton,Burnley,Swansea,Watford,2.6,0,2.5,1.3,1.5,3.2,2.5,1.6,1.9,1.3,2.3,1.8
Joel,Ward,DEF,CRY,4800000,5,49,1.9,3.95833333333333E-07,1.02083333333333E-05,0,44945,6,46,0,0,0,0,0,10.2,721,-2,0,49,2,0.4,0,2,3,0,3,0,1,0.6,25119,0,333,0,0,2337,201,0,0,377,West Brom,Watford,Chelsea,Southampton,Arsenal,1.5,0,1.4,1.3,1.5,1.9,1.4,1.8,1.8,1.4,1.8,1.1
Stephen,Ward,DEF,BUR,4500000,2,61,2.4,5.33333333333333E-07,1.35555555555556E-05,0,37528,2,35,0,0,0,1,0,13.6,2394,0,0,61,0,0.4,0,1.7,0,0,5,0,0,1.7,99133,0,0,0,0,2195,2545,0,0,381,Swansea,Liverpool,Sunderland,Tottenham,Stoke,1.4,1.8,1.2,2.9,3,1.3,1.2,2,1.8,3.1,1.6,3.2
James,Ward-Prowse,MID,SOU,5000000,0,56,0.717948717948718,1.43589743589744E-07,1.12E-05,0,18197,2,16,0,0,0,2,0,11.2,482,-5,0,56,5,0.8,0,4,2,0,5,0,4,0.3,16775,0,266,0,0,1034,2487,0,0,235,Watford,Tottenham,Bournemouth,Crystal Palace,West Brom,0.4,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Marcin,Wasilewski,DEF,LEI,3900000,0,1,0.0128205128205128,3.28731097961867E-09,2.56410256410256E-07,0,49064,0,2,0,0,0,0,0,0.3,1932,-1,0,1,1,0,0,0,0,0,0,0,0,2.2,87170,0,35,0,0,90,2892,0,0,10,Hull City,West Ham,Stoke,Sunderland,Everton,0,0,0,0,0,0,0,0,0,0,0,0
Duncan,Watmore,MID,SUN,4700000,0,43,3.1,6.59574468085106E-07,9.14893617021277E-06,0,16173,1,20,0,0,0,0,0,9.1,43,-3,0,43,3,0,0,0,1,0,2,0,5,0.1,12973,0,185,0,0,1025,3,0,0,125,Man City,Burnley,Watford,Leicester,Man Utd,0,0,0,0,0,2.8,2.3,1.6,3,2.8,3.1,1.6
Ben,Watson,MID,WAT,4200000,0,1,0.0128205128205128,3.05250305250305E-09,2.38095238095238E-07,0,66852,0,2,0,0,0,0,0,0.2,744,-3,0,1,3,0,0,0,0,0,0,0,0,0.7,22724,0,351,0,0,54,449,0,1,6,Southampton,Crystal Palace,Sunderland,West Brom,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0
James,Weir,MID,HUL,4300000,0,0,0,0,0,0,655,0,0,0,0,0,0,0,0,9,-2,0,0,2,0,0,0,0,0,0,0,0,0,778,0,0,0,0,0,5,0,0,0,Leicester,Swansea,Everton,West Ham,Middlesbrough,0,0,0,0,0,0,0,0,0,0,0,0
Danny,Welbeck,FWD,ARS,7300000,0,4,0.0512820512820513,7.02493853178785E-09,5.47945205479452E-07,0,17012,0,2,0,0,0,0,0,0.5,1547,-2,0,4,2,0.1,0,1,0,0,0,0,0,0.2,19195,0,164,0,0,46,386,0,0,9,Liverpool,West Brom,Man City,West Ham,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0
Ashley,Westwood,MID,BUR,4500000,1,3,0.0384615384615385,8.54700854700855E-09,6.66666666666667E-07,0,43,2,2,0,0,0,0,0,0.7,10,0,0,3,0,0.2,0,1,0,0,0,0,0,0,168,0,0,0,0,188,29,0,0,22,Swansea,Liverpool,Sunderland,Tottenham,Stoke,0,0,0,0,0,0,0,0,0,0,0,0
Glenn,Whelan,MID,STK,4300000,1,42,1.9,4.41860465116279E-07,9.76744186046512E-06,0,41351,3,30,0,0,0,0,0,9.8,719,-2,0,42,2,0.5,0,2,1,0,4,0,0,0.7,32959,1,432,0,0,1733,3410,0,0,274,Middlesbrough,Man City,Chelsea,Leicester,Burnley,2.6,0,1.1,1.1,1,1,2,1,1,1,1,1
Connor,Wickham,FWD,CRY,5500000,0,18,2.3,4.18181818181818E-07,3.27272727272727E-06,0,51300,1,6,0,0,0,2,0,3.3,69,-5,0,18,5,0,0,0,0,0,0,0,0,0.3,14410,0,225,0,0,412,16,0,0,59,West Brom,Watford,Chelsea,Southampton,Arsenal,0,0,0,0,0,1.9,2.6,1.9,2.6,2,2.6,1.7
Georginio,Wijnaldum,MID,LIV,7500000,2,83,1.06410256410256,1.41880341880342E-07,1.10666666666667E-05,0,131886,2,28,0,0,0,3,0,11.1,1830,-5,0,83,5,0.4,0,3,7,0,6,0,4,1.3,30455,0,630,0,1,1898,435,0,0,387,Arsenal,Burnley,Man City,Everton,Bournemouth,0.5,0.9,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6
Ashley,Williams,DEF,EVE,5100000,6,89,3.6,7.05882352941176E-07,1.74509803921569E-05,0,324255,2,25,0,0,0,1,0,17.5,10869,1,0,89,-1,0.8,0,4.3,6,0,9,0,0,9.8,412925,0,487,0,1,2170,8424,0,0,498,Tottenham,West Brom,Hull City,Liverpool,Man Utd,2.8,5,4.9,4,2.7,4.1,4.8,4.3,4.4,3.4,4.2,4.1
Jonathan,Williams,MID,CRY,4500000,0,0,0,0,0,0,1170,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,1,0,0,0,7,0,0,0,West Brom,Watford,Chelsea,Southampton,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0
,Willian,MID,CHE,7000000,1,76,0.974358974358974,1.39194139194139E-07,1.08571428571429E-05,0,464573,3,12,0,0,0,5,0,10.9,5810,-5,0,76,5,0.1,0,1,8,0,6,0,2,3.5,223505,0,512,0,3,1139,441,0,0,304,West Ham,Stoke,Crystal Palace,Man City,Bournemouth,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7
Jack,Wilshere,MID,BOU,5900000,2,50,2.2,3.72881355932203E-07,8.47457627118644E-06,0,74750,4,37,0,0,0,0,0,8.5,775,-1,0,50,1,0.5,0,2.7,2,0,5,0,2,0.6,80975,0,18,0,0,1672,337,0,0,251,Man Utd,West Ham,Swansea,Southampton,Liverpool,1.3,1.3,1.8,1.1,1.1,1.4,1.1,2,1.7,1.9,2.5,1.4
James,Wilson,FWD,MUN,5000000,0,0,0,0,0,0,3427,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0.1,693,0,1,0,0,0,15,0,0,0,Bournemouth,Middlesbrough,West Brom,Everton,Sunderland,0,0,0,0,0,0,0,0,0,0,0,0
Kane,Wilson,DEF,WBA,4000000,0,0,0,0,0,0,14230,0,0,0,0,0,0,0,0,286,0,0,0,0,0,0,0,0,0,0,0,0,0.4,22297,0,0,0,0,0,107,0,0,0,Crystal Palace,Everton,Arsenal,Man Utd,Watford,0,0,0,0,0,0,0,0,0,0,0,0
Kevin,Wimmer,DEF,TOT,4600000,0,2,0.0256410256410256,5.57413600891862E-09,4.34782608695652E-07,0,10823,3,4,0,0,0,0,0,0.4,331,-4,0,2,4,0,0,0,0,0,0,0,0,0.1,7327,1,131,0,0,357,44,0,0,26,Everton,Southampton,Burnley,Swansea,Watford,0,0,0,0,0,0,0,0,0,0,0,0
Harry,Winks,MID,TOT,4500000,1,24,0.307692307692308,6.83760683760684E-08,5.33333333333333E-06,0,5240,1,4,0,0,0,1,0,5.3,93,0,0,24,0,0.2,0,0.7,0,0,0,0,0,0.1,6550,0,0,0,0,420,173,0,0,107,Everton,Southampton,Burnley,Swansea,Watford,0.2,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Philipp,Wollscheid,DEF,STK,4500000,0,1,0.5,1.11111111111111E-07,2.22222222222222E-07,0,43635,1,5,0,0,0,0,0,0.2,36,0,0,1,0,0,0,0,0,0,0,0,0,0.2,817,0,330,0,0,180,5,0,0,23,Middlesbrough,Man City,Chelsea,Leicester,Burnley,0,0,0,0,0,0,0,0,0,0,0,0
Ben,Woodburn,MID,LIV,4300000,1,2,0.0256410256410256,5.96302921884317E-09,4.65116279069767E-07,0,751,0,0,0,0,0,0,0,0.5,36,-2,0,2,2,0.1,0,0.3,0,0,0,0,0,0,1079,0,0,0,0,8,67,0,0,8,Arsenal,Burnley,Man City,Everton,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0
